CUSTOMER_NUMBER,FREQUENT_ORDER_TYPE,FIRST_DELIVERY_DATE,ON_BOARDING_DATE,COLD_DRINK_CHANNEL,TRADE_CHANNEL,SUB_TRADE_CHANNEL,LOCAL_MARKET_PARTNER,CO2_CUSTOMER,ZIP_CODE
500329760,SALES REP,3/8/2017,11/10/2016,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,TRUE,21060
600582908,OTHER,3/9/2017,11/4/1993,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,42079
501079309,SALES REP,4/29/2020,4/8/2020,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,FALSE,TRUE,41645
501218800,SALES REP,6/9/2021,5/25/2021,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,66403
501111910,SALES REP,8/13/2020,8/3/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,41093
500977678,SALES REP,8/12/2019,7/31/2019,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,21717
501067364,OTHER,8/26/2020,3/3/2020,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,40941
501574692,SALES REP,10/24/2023,10/19/2023,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,42153
501048120,SALES REP,3/9/2020,1/30/2020,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,40941
501132863,SALES REP,10/8/2020,10/1/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2790
500944780,SALES REP,6/7/2019,5/31/2019,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2045
500388367,SALES REP,5/17/2017,4/21/2017,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,42020
600572881,SALES REP,3/20/2017,8/29/2014,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,40941
500876306,SALES REP,3/26/2019,2/26/2019,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,66939
600553902,OTHER,9/27/2017,6/17/2009,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66967
501327630,SALES REP,2/2/2022,1/13/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42120
600551956,SALES REP,5/17/2018,8/11/1994,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,42141
600588157,SALES REP,4/7/2017,9/19/2001,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,20693
600583650,SALES REP,3/6/2017,11/4/1993,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67730
501536961,SALES REP,10/12/2023,7/7/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,21114
600566294,MYCOKE360,3/6/2017,7/24/2003,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67730
600564775,SALES REP,8/10/2017,8/9/2012,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
600585293,SALES REP,5/3/2017,1/26/1999,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67213
501518019,SALES REP,5/30/2023,5/11/2023,GOODS,GENERAL RETAILER,BOOKS & OFFICE,TRUE,FALSE,67060
500748304,SALES REP,9/7/2018,8/30/2018,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67730
501237440,OTHER,7/26/2021,7/16/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1037
501574018,SALES REP,11/9/2023,10/18/2023,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,66967
501640024,SALES REP,4/12/2024,4/5/2024,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1106
600567182,SALES REP,3/24/2017,4/29/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,66403
501226968,SALES REP,7/14/2021,6/17/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67213
500969490,SALES REP,8/8/2019,7/17/2019,PUBLIC SECTOR,DEFENSE,OTHER MILITARY,FALSE,FALSE,66939
501483260,SALES REP,2/2/2023,1/27/2023,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,40941
500933778,SALES REP,6/21/2019,5/6/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,41030
600562697,SALES REP,3/6/2017,1/3/2012,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,TRUE,67213
501215713,OTHER,6/30/2021,5/14/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1116
500991859,SALES REP,9/11/2019,8/29/2019,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,1037
501545757,SALES REP,10/18/2023,8/1/2023,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,66403
600567051,SALES REP,3/2/2017,4/18/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,42141
501536955,EDI,10/6/2023,7/7/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,40941
500968451,SALES REP,8/2/2019,7/15/2019,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,2045
500978818,SALES REP,10/18/2019,8/2/2019,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,TRUE,42219
600558385,MYCOKE360,2/27/2017,7/5/2012,DINING,FAST CASUAL DINING,CHICKEN FAST FOOD,TRUE,TRUE,67213
500998460,SALES REP,12/23/2019,9/16/2019,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,FALSE,21797
501033077,SALES REP,12/30/2019,12/26/2019,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,40075
501119615,SALES REP,9/22/2020,8/27/2020,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,2199
501146087,SALES REP,11/19/2020,11/17/2020,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67105
501155720,SALES REP,5/4/2021,12/14/2020,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,67734
600562380,MYCOKE LEGACY,3/2/2017,11/3/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,FALSE,FALSE,40203
500379299,SALES REP,4/26/2017,3/23/2017,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,FALSE,TRUE,41642
500437422,SALES REP,11/1/2017,9/5/2017,DINING,FAST CASUAL DINING,OTHER FAST FOOD,FALSE,TRUE,42765
600580360,SALES REP,3/13/2017,6/7/2016,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,67734
600572865,SALES REP,1/21/2022,8/29/2014,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,FALSE,41642
500330248,SALES REP,3/3/2017,1/10/2017,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1050
600580692,SALES REP,3/2/2017,7/4/2016,DINING,MOBILE RETAIL,MOBILE RETAIL,TRUE,FALSE,1060
500744003,OTHER,10/4/2018,8/28/2018,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,1971
501536942,SALES REP,8/28/2023,7/7/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,66524
500482745,SALES REP,12/4/2017,11/28/2017,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1971
600578965,SALES REP,3/27/2017,2/22/2016,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,21797
600685192,SALES REP,2/28/2017,1/21/2010,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,TRUE,20689
501332159,SALES REP,2/4/2022,1/25/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,1060
600565083,SALES REP,2/27/2017,9/18/2012,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1033
600561655,SALES REP,8/10/2017,8/12/2011,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
600585312,SALES REP,3/3/2017,2/8/1999,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,1370
501519842,MYCOKE360,6/8/2023,5/17/2023,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,21902
501645121,SALES REP,5/24/2024,4/23/2024,EVENT,RECREATION,OTHER RECREATION,TRUE,FALSE,41645
600584877,SALES REP,3/6/2017,11/4/1993,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1468
500422026,SALES REP,9/28/2017,7/21/2017,EVENT,ACTIVITIES,GAME CENTER,TRUE,FALSE,2130
501714454,SALES REP,10/3/2024,9/26/2024,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
501058671,SALES REP,6/24/2020,2/11/2020,DINING,FAST CASUAL DINING,OTHER FAST FOOD,TRUE,TRUE,66775
501394433,SALES REP,6/30/2022,6/16/2022,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
501296296,SALES REP,12/6/2021,11/12/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67656
600577805,SALES REP,12/13/2017,11/1/2015,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,FALSE,41642
501338810,SALES REP,3/15/2022,1/28/2022,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21120
600685634,SALES REP,3/2/2017,3/1/2013,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,1971
501140739,SALES REP,1/27/2021,10/27/2020,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,71404
600577036,SALES REP,4/14/2017,8/20/2015,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,66937
500748407,SALES REP,10/8/2018,8/30/2018,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,67734
600579276,OTHER,5/2/2017,3/17/2016,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,70710
500832113,OTHER,1/18/2019,12/17/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,66053
501083411,SALES REP,4/30/2020,4/28/2020,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,67675
501206612,SALES REP,8/5/2021,4/15/2021,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,21028
501298429,SALES REP,12/1/2021,11/22/2021,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,FALSE,1060
501126607,MYCOKE LEGACY,9/30/2020,9/16/2020,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,2132
501327251,SALES REP,8/10/2022,1/12/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42722
501364187,SALES REP,4/1/2022,3/23/2022,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,1060
500832082,SALES REP,1/31/2019,12/17/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,42765
600562003,OTHER,3/9/2017,9/13/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,2132
501146036,MYCOKE LEGACY,12/22/2020,11/17/2020,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,1586
500832124,OTHER,1/22/2019,12/17/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,2019
501295555,MYCOKE LEGACY,5/19/2022,11/10/2021,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,41642
600684906,OTHER,3/13/2017,8/2/2007,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,40203
600577542,SALES REP,3/13/2017,10/6/2015,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,TRUE,1971
501536837,EDI,8/21/2023,7/7/2023,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,41642
501342478,MYCOKE360,2/16/2022,2/3/2022,BULK TRADE,BULK TRADE,BULK TRADE,TRUE,FALSE,1586
600558886,OTHER,3/3/2017,12/3/2010,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,1050
500807059,SALES REP,11/9/2018,10/26/2018,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,21613
501494843,SALES REP,3/21/2023,3/2/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,20689
501215743,EDI,6/18/2021,5/14/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42765
600560491,SALES REP,6/22/2022,6/27/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66426
500748397,OTHER,10/3/2018,8/30/2018,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,66524
501247837,SALES REP,9/17/2021,8/12/2021,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,66968
500732448,SALES REP,8/24/2018,8/17/2018,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,1971
500329805,SALES REP,6/8/2017,11/15/2016,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,67522
600554378,SALES REP,4/6/2017,11/2/2004,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1370
500726943,SALES REP,8/30/2018,8/9/2018,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,20736
600572453,SALES REP,3/2/2017,4/23/2003,GOODS,GENERAL RETAILER,BOOKS & OFFICE,TRUE,FALSE,40544
600565187,OTHER,5/1/2017,10/1/2012,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,67105
501630199,MYCOKE360,4/3/2024,3/6/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21797
600567876,SALES REP,3/16/2017,7/9/2013,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,41132
600580411,SALES REP,3/2/2017,6/13/2016,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,1571
500829517,SALES REP,1/25/2019,12/11/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,1264
501546162,SALES REP,9/5/2023,8/2/2023,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,42765
501621662,SALES REP,2/28/2024,2/7/2024,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,66426
500787300,SALES REP,10/12/2018,10/3/2018,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,21919
600566817,OTHER,5/12/2017,3/20/2013,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,FALSE,41008
500997526,OTHER,9/25/2019,9/13/2019,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,TRUE,70719
600582800,SALES REP,7/24/2017,8/13/1993,EVENT,OUTDOOR ACTIVITIES,OTHER OUTDOOR ACTIVITIES,TRUE,TRUE,21675
600560916,OTHER,6/18/2020,7/27/2011,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1119
500832117,SALES REP,1/18/2019,12/17/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,1516
501258668,SALES REP,10/12/2021,9/1/2021,BULK TRADE,SUPERSTORE,ONLINE STORE,TRUE,FALSE,67134
501081014,OTHER,6/16/2020,4/16/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,66109
501588182,MYCOKE LEGACY,2/26/2024,12/8/2023,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,67953
501130017,SALES REP,10/14/2020,9/22/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,42063
501137136,SALES REP,12/30/2020,10/14/2020,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,2719
600555744,SALES REP,2/28/2017,2/24/2010,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,21675
501668693,SALES REP,8/1/2024,6/19/2024,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,40830
501475749,SALES REP,1/10/2023,1/3/2023,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,21675
600685955,SALES REP,3/8/2017,3/7/2015,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,FALSE,TRUE,42715
600549797,MYCOKE360,4/24/2017,7/18/2006,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,FALSE,67134
500816464,SALES REP,12/11/2018,11/12/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1822
500607998,SALES REP,5/18/2018,5/4/2018,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,21028
501297462,MYCOKE360,12/3/2021,11/16/2021,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,67953
600866836,SALES REP,3/24/2017,1/19/2010,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,1264
600567154,SALES REP,3/2/2017,4/29/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,1571
501124048,MYCOKE360,11/3/2020,9/9/2020,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,41642
501760123,SALES REP,12/26/2024,12/19/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,1060
500557523,MYCOKE360,4/5/2018,3/19/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,40175
600551903,OTHER,4/24/2017,8/9/2005,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,66053
500917704,OTHER,8/13/2019,4/5/2019,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,TRUE,FALSE,41642
600686161,SALES REP,2/27/2017,7/11/2002,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,1971
500576950,SALES REP,4/20/2018,4/5/2018,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42765
501555352,SALES REP,10/18/2023,8/23/2023,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1586
500735004,OTHER,9/14/2018,8/22/2018,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,21028
600557478,SALES REP,3/10/2017,10/14/2010,EVENT,RECREATION,RECREATION FILM,FALSE,TRUE,42743
501362437,SALES REP,8/22/2022,3/18/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,2461
501729441,SALES REP,11/22/2024,10/23/2024,PUBLIC SECTOR,ACADEMIC INSTITUTION,OTHER ACADEMIC INSTITUTION,TRUE,FALSE,66622
600561865,CALL CENTER,4/20/2017,8/28/2011,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,67584
600582409,SALES REP,4/25/2018,5/3/2002,WORKPLACE,TRAVEL,OTHER TRAVEL,FALSE,FALSE,66622
600581191,OTHER,3/22/2017,8/14/2016,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,FALSE,1472
501637769,MYCOKE360,4/10/2024,4/1/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66945
501304336,SALES REP,1/28/2022,12/10/2021,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,2093
600582533,SALES REP,2/27/2017,8/13/1993,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,21675
600580421,SALES REP,3/16/2017,6/14/2016,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,2117
600552773,SALES REP,3/7/2017,2/18/2009,WELLNESS,HEALTHCARE,OTHER HEALTHCARE,FALSE,FALSE,1119
600565264,SALES REP,3/8/2017,10/8/2012,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,42127
501135058,SALES REP,12/3/2020,10/7/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,21675
501018906,OTHER,12/18/2019,11/7/2019,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,41142
501598424,SALES REP,1/26/2024,1/17/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67134
501207766,MYCOKE LEGACY,6/14/2021,4/20/2021,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,67734
600567094,SALES REP,2/28/2017,4/23/2013,GOODS,VEHICLE CARE,OTHER VEHICLE CARE,TRUE,FALSE,67457
500427271,SALES REP,8/8/2017,7/31/2017,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,TRUE,20689
501018940,SALES REP,12/13/2019,11/7/2019,EVENT,ACTIVITIES,GAME CENTER,FALSE,FALSE,40175
500655162,SALES REP,8/4/2018,6/21/2018,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,40175
501403130,SALES REP,7/27/2022,6/30/2022,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,20632
501329860,SALES REP,1/31/2022,1/21/2022,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,66528
501737070,SALES REP,11/15/2024,11/11/2024,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,21001
600686186,SALES REP,3/7/2017,7/11/2002,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,FALSE,40171
501031962,SALES REP,1/3/2020,12/19/2019,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1222
501029396,OTHER,12/18/2019,12/11/2019,BULK TRADE,GENERAL,ISD DISTRIBUTOR,FALSE,FALSE,2719
501545913,MYCOKE LEGACY,8/11/2023,8/1/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,20632
600553304,SALES REP,3/15/2017,4/8/2005,DINING,FAST CASUAL DINING,BURGER FAST FOOD,TRUE,TRUE,2145
501634960,CALL CENTER,4/5/2024,3/20/2024,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,66523
501533555,MYCOKE LEGACY,10/20/2023,6/27/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,TRUE,1822
600582661,SALES REP,7/14/2022,8/13/1993,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,40171
501082232,OTHER,7/8/2020,4/23/2020,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1472
501358090,SALES REP,3/24/2022,3/7/2022,GOODS,GOURMET FOOD RETAILER,OTHER GOURMET FOOD,TRUE,FALSE,2719
501635552,SALES REP,10/2/2024,3/22/2024,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67134
500697182,OTHER,8/22/2018,7/2/2018,GOODS,GENERAL RETAILER,HOME & HARDWARE,TRUE,FALSE,67504
600686590,SALES REP,3/1/2017,1/19/1999,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,1822
600554774,SALES REP,3/17/2017,12/7/2009,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,41008
600569885,SALES REP,2/28/2017,3/3/2014,GOODS,GENERAL RETAILER,BOOKS & OFFICE,TRUE,FALSE,21136
600562646,SALES REP,3/20/2017,12/23/2011,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,FALSE,TRUE,67351
501692682,MYCOKE360,10/11/2024,8/1/2024,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,21001
501201305,MYCOKE LEGACY,1/3/2024,3/29/2021,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,40171
501548066,SALES REP,3/22/2024,8/8/2023,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,1822
501708324,MYCOKE360,9/16/2024,9/11/2024,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,FALSE,2093
600563723,OTHER,3/15/2017,4/26/2012,WORKPLACE,PROFESSIONAL SERVICES,OTHER PROFESSIONAL SERVICES,TRUE,TRUE,67584
600585650,SALES REP,2/25/2017,10/28/1999,ACCOMMODATION,ACCOMMODATION,OTHER ACCOMMODATION,TRUE,FALSE,1368
600560474,SALES REP,3/3/2017,6/24/2011,EVENT,RECREATION,RECREATION FILM,FALSE,TRUE,21675
501472768,MYCOKE LEGACY,2/10/2023,12/20/2022,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,TRUE,TRUE,2719
501393910,MYCOKE LEGACY,2/28/2023,6/14/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,42715
501106410,SALES REP,8/14/2024,7/14/2020,DINING,FAST CASUAL DINING,MEXICAN FAST FOOD,TRUE,FALSE,1720
501088137,SALES REP,7/22/2020,5/19/2020,DINING,COMPREHENSIVE DINING,FSR - MISC,TRUE,FALSE,67953
600568695,SALES REP,3/15/2017,10/7/2013,DINING,LICENSED HOSPITALITY,OTHER LICENSED HOSPITALITY,TRUE,FALSE,67351
600560446,CALL CENTER,8/29/2017,6/22/2011,DINING,FAST CASUAL DINING,SANDWICH FAST FOOD,TRUE,TRUE,1368
501691899,SALES REP,8/29/2024,7/31/2024,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,FALSE,1602
600572874,SALES REP,3/7/2017,8/29/2014,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42715
500405213,SALES REP,7/26/2017,6/21/2017,GOODS,GENERAL RETAILER,OTHER GENERAL RETAIL,TRUE,FALSE,42063
501545687,SALES REP,10/18/2023,8/1/2023,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,66945
501081013,SALES REP,5/5/2020,4/16/2020,GOODS,SPECIALIZED GOODS,OTHER GOODS,TRUE,FALSE,1904
600685359,SALES REP,3/1/2017,3/4/2004,BULK TRADE,GENERAL,COMPREHENSIVE PROVIDER,FALSE,TRUE,1822
501688473,SALES REP,8/2/2024,7/22/2024,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,21919
501473365,SALES REP,1/31/2023,12/21/2022,DINING,OTHER DINING & BEVERAGE,OTHER DINING,TRUE,TRUE,2122
500822999,SALES REP,1/17/2019,11/23/2018,DINING,FAST CASUAL DINING,ASIAN FAST FOOD,FALSE,FALSE,42368
500971924,SALES REP,6/12/2020,7/23/2019,DINING,FAST CASUAL DINING,PIZZA FAST FOOD,TRUE,FALSE,40146
